region;value;age
Cadiz;5932;80
Cantabria;3193;80
Castellon/Castello;2753;80
CiudadReal;2646;80
Cordoba;4398;80
CoruaA;7378;80
Cuenca;1221;80
Gipuzkoa;4322;80
Girona;3156;80
Granada;4581;80
Guadalajara;982;80
Huelva;2408;80
Huesca;1250;80
Jaen;3376;80
Leon;3376;80
Lleida;1880;80
Lugo;2724;80
Madrid;30995;80
Malaga;8285;80
Murcia;6833;80
Navarra;3441;80
Ourense;2692;80
Palencia;986;80
PalmasLas;4523;80
Pontevedra;5581;80
Rioja La;1645;80
Salamanca;2466;80
Santa Cruz de Tenerife;5304;80
Segovia;903;80
Sevilla;9313;80
Soria;600;80
Tarragona;3534;80
Teruel;775;80
Toledo;3066;80
Valencia/Valencia;13184;80
Valladolid;3140;80
Zamora;1490;80
Zaragoza;5359;80
Ceuta;305;80
Melilla;259;80
Albacete;2511;81
Alicante/Alacant;11449;81
Almeria;3087;81
Araba/Alava;1848;81
Asturias;7268;81
Avila;1211;81
Badajoz;3832;81
Balears Illes;5099;81
Barcelona;31068;81
Bizkaia;7512;81
Burgos;2319;81
Caceres;2634;81
Cadiz;5676;81
Cantabria;3548;81
Castellon/Castello;3278;81
CiudadReal;3268;81
Cordoba;4534;81
CoruaA;8013;81
Cuenca;1569;81
Gipuzkoa;4560;81
Girona;3795;81
Granada;4919;81
Guadalajara;1177;81
Huelva;2297;81
Huesca;1508;81
Jaen;4171;81
Leon;3698;81
Lleida;2372;81
Lugo;3030;81
Madrid;33933;81
Malaga;8403;81
Murcia;7523;81
Navarra;3491;81
Ourense;2875;81
Palencia;1061;81
PalmasLas;4516;81
Pontevedra;6002;81
Rioja La;1730;81
Salamanca;2669;81
Santa Cruz de Tenerife;5327;81
Segovia;1023;81
Sevilla;8834;81
Soria;664;81
Tarragona;4275;81
Teruel;990;81
Toledo;3770;81
Valencia/Valencia;15004;81
Valladolid;3168;81
Zamora;1656;81
Zaragoza;5533;81
Ceuta;270;81
Melilla;262;81
Albacete;2569;82
Alicante/Alacant;10669;82
Almeria;3160;82
Araba/Alava;2022;82
Asturias;7977;82
Avila;1381;82
Badajoz;4374;82
Balears Illes;5193;82
Barcelona;33646;82
Bizkaia;8221;82
Burgos;2611;82
Caceres;3048;82
Cadiz;5694;82
Cantabria;3838;82
Castellon/Castello;3442;82
CiudadReal;3435;82
Cordoba;4805;82
CoruaA;9047;82
Cuenca;1740;82
Gipuzkoa;4863;82
Girona;4215;82
Granada;5271;82
Guadalajara;1282;82
Huelva;2560;82
Huesca;1683;82
Jaen;4395;82
Leon;4341;82
Lleida;2736;82
Lugo;3463;82
Madrid;35596;82
Malaga;8448;82
Murcia;7253;82
Navarra;3734;82
Ourense;3387;82
Palencia;1232;82
PalmasLas;4671;82
Pontevedra;6652;82
Rioja La;2011;82
Salamanca;3013;82
Santa Cruz de Tenerife;5302;82
Segovia;1207;82
Sevilla;9132;82
Soria;763;82
Tarragona;4652;82
Teruel;1125;82
Toledo;4122;82
Valencia/Valencia;14944;82
Valladolid;3550;82
Zamora;2000;82
Zaragoza;6243;82
Ceuta;281;82
Melilla;278;82
Albacete;2474;83
Alicante/Alacant;9908;83
Almeria;3004;83
Araba/Alava;2048;83
Asturias;8242;83
Avila;1413;83
Badajoz;4523;83
Balears Illes;5048;83
Barcelona;32409;83
Bizkaia;8253;83
Burgos;2673;83
Caceres;3251;83
Cadiz;5448;83
Cantabria;3860;83
Castellon/Castello;3251;83
CiudadReal;3296;83
Cordoba;4837;83
CoruaA;9231;83
Cuenca;1676;83
Gipuzkoa;4821;83
Girona;4086;83
Granada;5139;83
Guadalajara;1285;83
Huelva;2610;83
Huesca;1691;83
Jaen;4110;83
Leon;4549;83
Lleida;2737;83
Lugo;3578;83
Madrid;34439;83
Malaga;7703;83
Murcia;6895;83
Navarra;3900;83
Ourense;3542;83
Palencia;1314;83
PalmasLas;4548;83
Pontevedra;6740;83
Rioja La;2107;83
Salamanca;3125;83
Santa Cruz de Tenerife;5210;83
Segovia;1238;83
Sevilla;9136;83
Soria;817;83
Tarragona;4460;83
Teruel;1173;83
Toledo;3999;83
Valencia/Valencia;13935;83
Valladolid;3576;83
Zamora;2024;83
Zaragoza;6464;83
Ceuta;289;83
Melilla;266;83
Albacete;2273;84
Alicante/Alacant;9321;84
Almeria;2757;84
Araba/Alava;1861;84
Asturias;7914;84
Avila;1355;84
Badajoz;4058;84
Balears Illes;4621;84
Barcelona;29795;84
Bizkaia;7819;84
Burgos;2506;84
Caceres;3014;84
Cadiz;4890;84
Cantabria;3650;84
Castellon/Castello;3063;84
CiudadReal;3060;84
Cordoba;4412;84
CoruaA;8641;84
Cuenca;1569;84
Gipuzkoa;4575;84
Girona;3758;84
Granada;4682;84
Guadalajara;1243;84
Huelva;2316;84
Huesca;1616;84
Jaen;3853;84
Leon;4302;84
Lleida;2583;84
Lugo;3406;84
Madrid;31808;84
Malaga;6688;84
Murcia;6397;84
Navarra;3636;84
Ourense;3350;84
Palencia;1256;84
PalmasLas;4109;84
Pontevedra;6343;84
Rioja La;2002;84
Salamanca;2870;84
Santa Cruz de Tenerife;4866;84
Segovia;1156;84
Sevilla;8070;84
Soria;786;84
Tarragona;4109;84
Teruel;1137;84
Toledo;3749;84
Valencia/Valencia;13101;84
Valladolid;3225;84
Zamora;1823;84
Zaragoza;6028;84
Ceuta;252;84
Melilla;225;84
Albacete;2144;85
Alicante/Alacant;8664;85
Almeria;2482;85
Araba/Alava;1770;85
Asturias;7591;85
Avila;1326;85
Badajoz;3703;85
Balears Illes;4261;85
Barcelona;28068;85
Bizkaia;7508;85
Burgos;2436;85
Caceres;2835;85
Cadiz;4531;85
Cantabria;3490;85
Castellon/Castello;2932;85
CiudadReal;2954;85
Cordoba;4238;85
CoruaA;8062;85
Cuenca;1587;85
Gipuzkoa;4318;85
Girona;3526;85
Granada;4382;85
Guadalajara;1198;85
Huelva;2254;85
Huesca;1515;85
Jaen;3676;85
Leon;4113;85
Lleida;2520;85
Lugo;3234;85
Madrid;30347;85
Malaga;6002;85
Murcia;5931;85
Navarra;3375;85
Ourense;3193;85
Palencia;1190;85
PalmasLas;3777;85
Pontevedra;5851;85
Rioja La;1881;85
Salamanca;2670;85
Santa Cruz de Tenerife;4420;85
Segovia;1113;85
Sevilla;7481;85
Soria;760;85
Tarragona;3848;85
Teruel;1110;85
Toledo;3613;85
Valencia/Valencia;12351;85
Valladolid;2999;85
Zamora;1759;85
Zaragoza;5752;85
Ceuta;216;85
Melilla;186;85
Albacete;2013;86
Alicante/Alacant;7755;86
Almeria;2222;86
Araba/Alava;1653;86
Asturias;7145;86
Avila;1230;86
Badajoz;3509;86
Balears Illes;3927;86
Barcelona;26204;86
Bizkaia;7002;86
Burgos;2330;86
Caceres;2705;86
Cadiz;4293;86
Cantabria;3304;86
Castellon/Castello;2736;86
CiudadReal;2824;86
Cordoba;4002;86
CoruaA;7410;86
Cuenca;1463;86
Gipuzkoa;4007;86
Girona;3351;86
Granada;4058;86
Guadalajara;1178;86
Huelva;2090;86
Huesca;1451;86
Jaen;3357;86
Leon;3955;86
Lleida;2347;86
Lugo;3000;86
Madrid;28287;86
Malaga;5582;86
Murcia;5353;86
Navarra;3213;86
Ourense;3039;86
Palencia;1147;86
PalmasLas;3468;86
Pontevedra;5354;86
Rioja La;1779;86
Salamanca;2560;86
Santa Cruz de Tenerife;3960;86
Segovia;1044;86
Sevilla;7027;86
Soria;747;86
Tarragona;3572;86
Teruel;1085;86
Toledo;3430;86
Valencia/Valencia;11167;86
Valladolid;2766;86
Zamora;1675;86
Zaragoza;5457;86
Ceuta;192;86
Melilla;152;86
Albacete;1793;87
Alicante/Alacant;6655;87
Almeria;1961;87
Araba/Alava;1477;87
Asturias;6426;87
Avila;1154;87
Badajoz;3138;87
Balears Illes;3367;87
Barcelona;23288;87
Bizkaia;6256;87
Burgos;2158;87
Caceres;2444;87
Cadiz;3661;87
Cantabria;2981;87
Castellon/Castello;2345;87
CiudadReal;2494;87
Cordoba;3503;87
CoruaA;6433;87
Cuenca;1243;87
Gipuzkoa;3573;87
Girona;3067;87
Granada;3565;87
Guadalajara;1066;87
Huelva;1703;87
Huesca;1342;87
Jaen;2933;87
Leon;3655;87
Lleida;2103;87
Lugo;2680;87
Madrid;25055;87
Malaga;4875;87
Murcia;4676;87
Navarra;2875;87
Ourense;2664;87
Palencia;1074;87
PalmasLas;2917;87
Pontevedra;4727;87
Rioja La;1626;87
Salamanca;2404;87
Santa Cruz de Tenerife;3410;87
Segovia;955;87
Sevilla;5895;87
Soria;672;87
Tarragona;3254;87
Teruel;977;87
Toledo;3131;87
Valencia/Valencia;9720;87
Valladolid;2557;87
Zamora;1538;87
Zaragoza;4927;87
Ceuta;183;87
Melilla;135;87
Albacete;1651;88
Alicante/Alacant;5860;88
Almeria;1685;88
Araba/Alava;1334;88
Asturias;5692;88
Avila;1052;88
Badajoz;2557;88
Balears Illes;2924;88
Barcelona;20560;88
Bizkaia;5440;88
Burgos;1994;88
Caceres;2064;88
Cadiz;2962;88
Cantabria;2645;88
Castellon/Castello;2083;88
CiudadReal;2264;88
Cordoba;3033;88
CoruaA;5458;88
Cuenca;1166;88
Gipuzkoa;3090;88
Girona;2732;88
Granada;3086;88
Guadalajara;942;88
Huelva;1406;88
Huesca;1194;88
Jaen;2601;88
Leon;3096;88
Lleida;1925;88
Lugo;2355;88
Madrid;22070;88
Malaga;4200;88
Murcia;4181;88
Navarra;2595;88
Ourense;2262;88
Palencia;997;88
PalmasLas;2391;88
Pontevedra;4109;88
Rioja La;1436;88
Salamanca;2205;88
Santa Cruz de Tenerife;2824;88
Segovia;896;88
Sevilla;4901;88
Soria;614;88
Tarragona;2922;88
Teruel;897;88
Toledo;2827;88
Valencia/Valencia;8561;88
Valladolid;2335;88
Zamora;1396;88
Zaragoza;4327;88
Ceuta;163;88
Melilla;141;88
Albacete;1459;89
Alicante/Alacant;4992;89
Almeria;1407;89
Araba/Alava;1139;89
Asturias;4969;89
Avila;928;89
Badajoz;2143;89
Balears Illes;2565;89
Barcelona;17660;89
Bizkaia;4668;89
Burgos;1773;89
Caceres;1673;89
Cadiz;2428;89
Cantabria;2303;89
Castellon/Castello;1814;89
CiudadReal;1974;89
Cordoba;2561;89
CoruaA;4756;89
Cuenca;1038;89
Gipuzkoa;2652;89
Girona;2362;89
Granada;2568;89
Guadalajara;864;89
Huelva;1144;89
Huesca;1072;89
Jaen;2259;89
Leon;2670;89
Lleida;1677;89
Lugo;2065;89
Madrid;19386;89
Malaga;3537;89
Murcia;3577;89
Navarra;2310;89
Ourense;1997;89
Palencia;880;89
PalmasLas;2026;89
Pontevedra;3567;89
Rioja La;1268;89
Salamanca;1920;89
Santa Cruz de Tenerife;2356;89
Segovia;790;89
Sevilla;4242;89
Soria;581;89
Tarragona;2542;89
Teruel;796;89
Toledo;2487;89
Valencia/Valencia;7292;89
Valladolid;2001;89
Zamora;1212;89
Zaragoza;3779;89
Ceuta;139;89
Melilla;128;89
Albacete;1168;90
Alicante/Alacant;4082;90
Almeria;1165;90
Araba/Alava;936;90
Asturias;4109;90
Avila;788;90
Badajoz;1798;90
Balears Illes;2157;90
Barcelona;14606;90
Bizkaia;3945;90
Burgos;1514;90
Caceres;1456;90
Cadiz;1952;90
Cantabria;1945;90
Castellon/Castello;1466;90
CiudadReal;1595;90
Cordoba;2216;90
CoruaA;4013;90
Cuenca;869;90
Gipuzkoa;2271;90
Girona;1960;90
Granada;2035;90
Guadalajara;772;90
Huelva;940;90
Huesca;950;90
Jaen;1855;90
Leon;2388;90
Lleida;1408;90
Lugo;1809;90
Madrid;16621;90
Malaga;2787;90
Murcia;2872;90
Navarra;1942;90
Ourense;1726;90
Palencia;732;90
PalmasLas;1633;90
Pontevedra;2923;90
Rioja La;1024;90
Salamanca;1637;90
Santa Cruz de Tenerife;1970;90
Segovia;681;90
Sevilla;3453;90
Soria;499;90
Tarragona;2172;90
Teruel;681;90
Toledo;2089;90
Valencia/Valencia;6025;90
Valladolid;1667;90
Zamora;1007;90
Zaragoza;3149;90
Ceuta;109;90
Melilla;97;90
Albacete;926;91
Alicante/Alacant;3242;91
Almeria;961;91
Araba/Alava;798;91
Asturias;3380;91
Avila;652;91
Badajoz;1381;91
Balears Illes;1798;91
Barcelona;12154;91
Bizkaia;3264;91
Burgos;1288;91
Caceres;1239;91
Cadiz;1516;91
Cantabria;1622;91
Castellon/Castello;1186;91
CiudadReal;1284;91
Cordoba;1785;91
CoruaA;3254;91
Cuenca;723;91
Gipuzkoa;1888;91
Girona;1622;91
Granada;1609;91
Guadalajara;645;91
Huelva;728;91
Huesca;806;91
Jaen;1394;91
Leon;2009;91
Lleida;1186;91
Lugo;1547;91
Madrid;13783;91
Malaga;2196;91
Murcia;2252;91
Navarra;1604;91
Ourense;1434;91
Palencia;626;91
PalmasLas;1287;91
Pontevedra;2387;91
Rioja La;838;91
Salamanca;1376;91
Santa Cruz de Tenerife;1554;91
Segovia;572;91
Sevilla;2628;91
Soria;426;91
Tarragona;1769;91
Teruel;561;91
Toledo;1744;91
Valencia/Valencia;4882;91
Valladolid;1401;91
Zamora;872;91
Zaragoza;2562;91
Ceuta;81;91
Melilla;75;91
Albacete;735;92
Alicante/Alacant;2583;92
Almeria;754;92
Araba/Alava;636;92
Asturias;2697;92
Avila;553;92
Badajoz;1083;92
Balears Illes;1515;92
Barcelona;10049;92
Bizkaia;2593;92
Burgos;1059;92
Caceres;966;92
Cadiz;1147;92
Cantabria;1333;92
Castellon/Castello;974;92
CiudadReal;973;92
Cordoba;1369;92
CoruaA;2573;92
Cuenca;555;92
Gipuzkoa;1507;92
Girona;1337;92
Granada;1313;92
Guadalajara;547;92
Huelva;557;92
Huesca;650;92
Jaen;1023;92
Leon;1636;92
Lleida;942;92
Lugo;1248;92
Madrid;11116;92
Malaga;1714;92
Murcia;1727;92
Navarra;1310;92
Ourense;1135;92
Palencia;509;92
PalmasLas;1004;92
Pontevedra;1901;92
Rioja La;721;92
Salamanca;1148;92
Santa Cruz de Tenerife;1179;92
Segovia;459;92
Sevilla;1974;92
Soria;356;92
Tarragona;1439;92
Teruel;442;92
Toledo;1426;92
Valencia/Valencia;3975;92
Valladolid;1169;92
Zamora;714;92
Zaragoza;2071;92
Ceuta;65;92
Melilla;64;92
Albacete;584;93
Alicante/Alacant;2115;93
Almeria;600;93
Araba/Alava;520;93
Asturias;2187;93
Avila;440;93
Badajoz;884;93
Balears Illes;1156;93
Barcelona;8122;93
Bizkaia;2066;93
Burgos;861;93
Caceres;778;93
Cadiz;885;93
Cantabria;1056;93
Castellon/Castello;807;93
CiudadReal;772;93
Cordoba;1077;93
CoruaA;2027;93
Cuenca;421;93
Gipuzkoa;1187;93
Girona;1077;93
Granada;1034;93
Guadalajara;467;93
Huelva;447;93
Huesca;511;93
Jaen;799;93
Leon;1313;93
Lleida;760;93
Lugo;987;93
Madrid;9026;93
Malaga;1358;93
Murcia;1380;93
Navarra;1087;93
Ourense;954;93
Palencia;406;93
PalmasLas;792;93
Pontevedra;1528;93
Rioja La;597;93
Salamanca;992;93
Santa Cruz de Tenerife;960;93
Segovia;385;93
Sevilla;1522;93
Soria;285;93
Tarragona;1157;93
Teruel;364;93
Toledo;1127;93
Valencia/Valencia;3116;93
Valladolid;943;93
Zamora;564;93
Zaragoza;1636;93
Ceuta;53;93
Melilla;50;93
Albacete;445;94
Alicante/Alacant;1640;94
Almeria;445;94
Araba/Alava;410;94
Asturias;1738;94
Avila;335;94
Badajoz;677;94
Balears Illes;840;94
Barcelona;6313;94
Bizkaia;1605;94
Burgos;670;94
Caceres;580;94
Cadiz;671;94
Cantabria;805;94
Castellon/Castello;573;94
CiudadReal;609;94
Cordoba;801;94
CoruaA;1579;94
Cuenca;326;94
Gipuzkoa;900;94
Girona;812;94
Granada;767;94
Guadalajara;357;94
Huelva;337;94
Huesca;402;94
Jaen;595;94
Leon;995;94
Lleida;575;94
Lugo;753;94
Madrid;7165;94
Malaga;1025;94
Murcia;1035;94
Navarra;859;94
Ourense;743;94
Palencia;324;94
PalmasLas;629;94
Pontevedra;1222;94
Rioja La;477;94
Salamanca;801;94
Santa Cruz de Tenerife;761;94
Segovia;286;94
Sevilla;1184;94
Soria;221;94
Tarragona;872;94
Teruel;281;94
Toledo;885;94
Valencia/Valencia;2233;94
Valladolid;743;94
Zamora;440;94
Zaragoza;1328;94
Ceuta;37;94
Melilla;38;94
Albacete;313;95
Alicante/Alacant;1201;95
Almeria;306;95
Araba/Alava;308;95
Asturias;1283;95
Avila;275;95
Badajoz;479;95
Balears Illes;661;95
Barcelona;4769;95
Bizkaia;1182;95
Burgos;540;95
Caceres;426;95
Cadiz;505;95
Cantabria;650;95
Castellon/Castello;415;95
CiudadReal;457;95
Cordoba;594;95
CoruaA;1216;95
Cuenca;252;95
Gipuzkoa;697;95
Girona;594;95
Granada;543;95
Guadalajara;301;95
Huelva;249;95
Huesca;326;95
Jaen;433;95
Leon;771;95
Lleida;435;95
Lugo;583;95
Madrid;5453;95
Malaga;781;95
Murcia;730;95
Navarra;651;95
Ourense;554;95
Palencia;286;95
PalmasLas;491;95
Pontevedra;981;95
Rioja La;378;95
Salamanca;617;95
Santa Cruz de Tenerife;575;95
Segovia;234;95
Sevilla;892;95
Soria;196;95
Tarragona;664;95
Teruel;205;95
Toledo;679;95
Valencia/Valencia;1702;95
Valladolid;601;95
Zamora;338;95
Zaragoza;1053;95
Ceuta;28;95
Melilla;28;95
Albacete;228;96
Alicante/Alacant;806;96
Almeria;221;96
Araba/Alava;219;96
Asturias;905;96
Avila;204;96
Badajoz;333;96
Balears Illes;498;96
Barcelona;3461;96
Bizkaia;857;96
Burgos;418;96
Caceres;311;96
Cadiz;352;96
Cantabria;468;96
Castellon/Castello;314;96
CiudadReal;327;96
Cordoba;432;96
CoruaA;892;96
Cuenca;187;96
Gipuzkoa;500;96
Girona;449;96
Granada;382;96
Guadalajara;223;96
Huelva;182;96
Huesca;240;96
Jaen;309;96
Leon;590;96
Lleida;338;96
Lugo;445;96
Madrid;4085;96
Malaga;619;96
Murcia;510;96
Navarra;497;96
Ourense;460;96
Palencia;213;96
PalmasLas;350;96
Pontevedra;735;96
Rioja La;273;96
Salamanca;462;96
Santa Cruz de Tenerife;427;96
Segovia;203;96
Sevilla;656;96
Soria;161;96
Tarragona;493;96
Teruel;159;96
Toledo;496;96
Valencia/Valencia;1297;96
Valladolid;443;96
Zamora;275;96
Zaragoza;783;96
Ceuta;21;96
Melilla;15;96
Albacete;162;97
Alicante/Alacant;602;97
Almeria;145;97
Araba/Alava;136;97
Asturias;630;97
Avila;142;97
Badajoz;211;97
Balears Illes;357;97
Barcelona;2428;97
Bizkaia;607;97
Burgos;298;97
Caceres;223;97
Cadiz;246;97
Cantabria;316;97
Castellon/Castello;212;97
CiudadReal;217;97
Cordoba;291;97
CoruaA;616;97
Cuenca;127;97
Gipuzkoa;359;97
Girona;332;97
Granada;298;97
Guadalajara;141;97
Huelva;116;97
Huesca;159;97
Jaen;211;97
Leon;423;97
Lleida;217;97
Lugo;300;97
Madrid;2984;97
Malaga;447;97
Murcia;360;97
Navarra;369;97
Ourense;336;97
Palencia;117;97
PalmasLas;250;97
Pontevedra;497;97
Rioja La;200;97
Salamanca;345;97
Santa Cruz de Tenerife;314;97
Segovia;136;97
Sevilla;459;97
Soria;97;97
Tarragona;375;97
Teruel;112;97
Toledo;369;97
Valencia/Valencia;897;97
Valladolid;313;97
Zamora;187;97
Zaragoza;574;97
Ceuta;12;97
Melilla;16;97
Albacete;95;98
Alicante/Alacant;410;98
Almeria;100;98
Araba/Alava;98;98
Asturias;412;98
Avila;98;98
Badajoz;131;98
Balears Illes;251;98
Barcelona;1626;98
Bizkaia;384;98
Burgos;201;98
Caceres;150;98
Cadiz;152;98
Cantabria;223;98
Castellon/Castello;135;98
CiudadReal;145;98
Cordoba;186;98
CoruaA;439;98
Cuenca;78;98
Gipuzkoa;243;98
Girona;222;98
Granada;209;98
Guadalajara;99;98
Huelva;89;98
Huesca;116;98
Jaen;147;98
Leon;275;98
Lleida;153;98
Lugo;208;98
Madrid;2051;98
Malaga;316;98
Murcia;213;98
Navarra;241;98
Ourense;216;98
Palencia;84;98
PalmasLas;181;98
Pontevedra;349;98
Rioja La;132;98
Salamanca;240;98
Santa Cruz de Tenerife;242;98
Segovia;82;98
Sevilla;295;98
Soria;70;98
Tarragona;276;98
Teruel;84;98
Toledo;257;98
Valencia/Valencia;593;98
Valladolid;200;98
Zamora;113;98
Zaragoza;390;98
Ceuta;12;98
Melilla;18;98
Albacete;63;99
Alicante/Alacant;270;99
Almeria;69;99
Araba/Alava;76;99
Asturias;277;99
Avila;55;99
Badajoz;96;99
Balears Illes;174;99
Barcelona;1098;99
Bizkaia;232;99
Burgos;121;99
Caceres;92;99
Cadiz;95;99
Cantabria;151;99
Castellon/Castello;88;99
CiudadReal;89;99
Cordoba;129;99
CoruaA;303;99
Cuenca;51;99
Gipuzkoa;145;99
Girona;144;99
Granada;126;99
Guadalajara;59;99
Huelva;73;99
Huesca;83;99
Jaen;91;99
Leon;170;99
Lleida;120;99
Lugo;155;99
Madrid;1419;99
Malaga;228;99
Murcia;140;99
Navarra;158;99
Ourense;140;99
Palencia;56;99
PalmasLas;141;99
Pontevedra;244;99
Rioja La;92;99
Salamanca;142;99
Santa Cruz de Tenerife;179;99
Segovia;52;99
Sevilla;222;99
Soria;50;99
Tarragona;181;99
Teruel;62;99
Toledo;144;99
Valencia/Valencia;411;99
Valladolid;124;99
Zamora;77;99
Zaragoza;244;99
Ceuta;12;99
Melilla;11;99
Albacete;96;100
Alicante/Alacant;343;100
Almeria;97;100
Araba/Alava;102;100
Asturias;356;100
Avila;84;100
Badajoz;146;100
Balears Illes;190;100
Barcelona;1364;100
Bizkaia;296;100
Burgos;154;100
Caceres;128;100
Cadiz;144;100
Cantabria;210;100
Castellon/Castello;132;100
CiudadReal;130;100
Cordoba;162;100
CoruaA;366;100
Cuenca;65;100
Gipuzkoa;175;100
Girona;218;100
Granada;187;100
Guadalajara;64;100
Huelva;95;100
Huesca;118;100
Jaen;91;100
Leon;258;100
Lleida;131;100
Lugo;223;100
Madrid;1848;100
Malaga;314;100
Murcia;178;100
Navarra;191;100
Ourense;230;100
Palencia;77;100
PalmasLas;211;100
Pontevedra;350;100
Rioja La;108;100
Salamanca;202;100
Santa Cruz de Tenerife;245;100
Segovia;79;100
Sevilla;325;100
Soria;86;100
Tarragona;212;100
Teruel;85;100
Toledo;207;100
Valencia/Valencia;554;100
Valladolid;162;100
Zamora;111;100
Zaragoza;314;100
Ceuta;14;100
Melilla;18;100